date,tvl,price
2022-12-01,3858291223.0,63.6
2022-12-02,3894532224.0,65.7
2022-12-03,3921489063.0,62.8
2022-12-04,3849201415.0,64.4
2022-12-05,3932651831.0,64.4
2022-12-06,3846193168.0,64.0
2022-12-07,3829992368.0,61.4
2022-12-08,3765423000.0,62.8
2022-12-09,3833645588.0,61.5
2022-12-10,3818990493.0,61.4
2022-12-11,3820138955.0,59.6
2022-12-12,3777301583.0,60.1
2022-12-13,3809384225.0,62.0
2022-12-14,3915064652.0,62.6
2022-12-15,3888922082.0,60.9
2022-12-16,3816344667.0,54.8
2022-12-17,3636606098.0,55.5
2022-12-18,3659585660.0,55.8
2022-12-19,3670116167.0,53.7
2022-12-20,3615547505.0,55.7
2022-12-21,3708986083.0,56.0
2022-12-22,3742126904.0,55.7
2022-12-23,3756306793.0,54.6
2022-12-24,3747205977.0,54.4
2022-12-25,3758293329.0,54.4
2022-12-26,3748029243.0,56.0
2022-12-27,3760026619.0,57.5
2022-12-28,3730569611.0,53.8
2022-12-29,3694973540.0,54.5
2022-12-30,3709149477.0,52.4
2022-12-31,3702232386.0,52.0
2023-01-01,3683458671.0,52.2
2023-01-02,3696521417.0,53.0
2023-01-03,3731497535.0,53.0
2023-01-04,3726974476.0,56.9
2023-01-05,3789373822.0,55.4
2023-01-06,3792325096.0,56.4
2023-01-07,3784358810.0,56.0
2023-01-08,3895129731.0,59.3
2023-01-09,3948243341.0,61.1
2023-01-10,4020607209.0,61.9
2023-01-11,4060080441.0,64.2
2023-01-12,4213921121.0,67.8
2023-01-13,4224859982.0,71.1
2023-01-14,4549174621.0,75.9
2023-01-15,4479428031.0,79.2
2023-01-16,4545896632.0,80.5
2023-01-17,4557440820.0,85.6
2023-01-18,4517449523.0,81.9
2023-01-19,4363424305.0,81.3
2023-01-20,4431485383.0,87.6
2023-01-21,4740878531.0,84.5
2023-01-22,4673541684.0,85.4
2023-01-23,4670558269.0,86.6
2023-01-24,4682742726.0,79.9
2023-01-25,4530944516.0,85.7
2023-01-26,4641286423.0,88.8
2023-01-27,4609139512.0,87.2
2023-01-28,4612827077.0,84.3
2023-01-29,4607322923.0,87.6
2023-01-30,4713085957.0,81.2
2023-01-31,4531707152.0,82.9
2023-02-01,4579025041.0,88.3
2023-02-02,4790903060.0,88.3
2023-02-03,4693794450.0,91.2
2023-02-04,4740858810.0,89.0
2023-02-05,4711793573.0,85.7
2023-02-06,4638156015.0,84.1
2023-02-07,4631803037.0,88.7
2023-02-08,4764650894.0,87.0
2023-02-09,4665571687.0,77.8
2023-02-10,4433974702.0,78.7
2023-02-11,4342405775.0,79.4
2023-02-12,4437062415.0,77.4
2023-02-13,4394827515.0,82.4
2023-02-14,4476413199.0,83.1
2023-02-15,4571631168.0,89.5
2023-02-16,4938542442.0,84.0
2023-02-17,4836862756.0,86.4
2023-02-18,5032031466.0,91.0
2023-02-19,5027934212.0,90.1
2023-02-20,4971453369.0,92.0
2023-02-21,4985000475.0,87.8
2023-02-22,4864987670.0,85.0
2023-02-23,4825855894.0,85.6
2023-02-24,4812365694.0,81.6
2023-02-25,4712251849.0,80.0
2023-02-26,4690407550.0,82.2
2023-02-27,4819752534.0,80.2
2023-02-28,4853381540.0,77.7
2023-03-01,4741543606.0,82.9
2023-03-02,4814175847.0,79.9
2023-03-03,4808899208.0,76.8
2023-03-04,4617403536.0,75.3
2023-03-05,4749935980.0,75.0
2023-03-06,4765926099.0,76.6
2023-03-07,4729797156.0,75.2
2023-03-08,4735375078.0,71.7
2023-03-09,4698596654.0,68.6
2023-03-10,4528670075.0,68.3
2023-03-11,4411297699.0,66.8
2023-03-12,4491342933.0,72.7
2023-03-13,5212999809.0,76.0
2023-03-14,5237022055.0,79.1
2023-03-15,5209658192.0,73.9
2023-03-16,5092978070.0,74.8
2023-03-17,4988802882.0,80.6
2023-03-18,5403713172.0,77.8
2023-03-19,5529183717.0,79.4
2023-03-20,5590790671.0,76.1
2023-03-21,5620207443.0,79.0
2023-03-22,5732700642.0,75.1
2023-03-23,5575468808.0,77.1
2023-03-24,5736733452.0,73.0
2023-03-25,5615893820.0,71.3
2023-03-26,5570693554.0,72.9
2023-03-27,5592988010.0,69.8
2023-03-28,5469648383.0,70.6
2023-03-29,5506429627.0,72.9
2023-03-30,5454044781.0,71.3
2023-03-31,5476648710.0,74.2
2023-04-01,5536817826.0,74.1
2023-04-02,5530654243.0,73.0
2023-04-03,5523821960.0,73.7
2023-04-04,5535696306.0,76.4
2023-04-05,5751643970.0,78.2
2023-04-06,5712411257.0,80.6
2023-04-07,5719122769.0,78.3
2023-04-08,5676370829.0,76.3
2023-04-09,5657117803.0,76.2
2023-04-10,5691014333.0,78.5
2023-04-11,5823295458.0,79.1
2023-04-12,5785830693.0,78.9
2023-04-13,5782351029.0,81.2
2023-04-14,6081691021.0,82.5
2023-04-15,6083717493.0,82.4
2023-04-16,6143056796.0,83.4
2023-04-17,6036283855.0,81.1
2023-04-18,5869042461.0,82.0
2023-04-19,5969816530.0,74.0
2023-04-20,5557056214.0,72.4
2023-04-21,5360919281.0,69.2
2023-04-22,5148197982.0,70.9
2023-04-23,5189480800.0,70.4
2023-04-24,5206577927.0,69.9
2023-04-25,5173382051.0,71.3
2023-04-26,5278993188.0,69.4
2023-04-27,5396166885.0,71.4
2023-04-28,5396861472.0,72.1
2023-04-29,5305965022.0,71.8
2023-04-30,5341766244.0,70.2
2023-05-01,5290029483.0,68.9
2023-05-02,5174769909.0,69.1
2023-05-03,5266216524.0,71.7
2023-05-04,5392908480.0,70.8
2023-05-05,5373316616.0,73.5
2023-05-06,5627720673.0,69.8
2023-05-07,5410096059.0,68.7
2023-05-08,5319520621.0,64.5
2023-05-09,5124662009.0,64.5
2023-05-10,5188452205.0,64.7
2023-05-11,5162977299.0,62.3
2023-05-12,5075374929.0,63.2
2023-05-13,5115518197.0,62.1
2023-05-14,5082038604.0,62.3
2023-05-15,5069342703.0,62.8
2023-05-16,5161074725.0,62.9
2023-05-17,5179772193.0,65.0
2023-05-18,5172691159.0,64.9
2023-05-19,5105620842.0,65.3
2023-05-20,5163338871.0,65.3
2023-05-21,5236594339.0,63.9
2023-05-22,5175886057.0,64.3
2023-05-23,5274600186.0,65.5
2023-05-24,5354158315.0,63.9
2023-05-25,5230940459.0,63.5
2023-05-26,5209639982.0,64.7
2023-05-27,5260834772.0,65.7
2023-05-28,5318300134.0,69.0
2023-05-29,5492641434.0,67.4
2023-05-30,5419441504.0,66.6
2023-05-31,5441936136.0,63.8
2023-06-01,5352017816.0,62.6
2023-06-02,5370049515.0,63.6
2023-06-03,5483144179.0,63.5
2023-06-04,5467179209.0,62.8
2023-06-05,5447077101.0,59.9
2023-06-06,5234921779.0,61.7
2023-06-07,5468211712.0,59.1
2023-06-08,5318900183.0,59.8
2023-06-09,5357250801.0,60.0
2023-06-10,5284403184.0,52.7
2023-06-11,5111439549.0,52.2
2023-06-12,5147291541.0,53.7
2023-06-13,5107204429.0,55.1
2023-06-14,5149743803.0,52.1
2023-06-15,4922789921.0,50.1
2023-06-16,4956232518.0,50.73
2023-06-17,5103425344.0,51.06
2023-06-18,5096166563.0,50.93
2023-06-19,5135499079.0,51.96
2023-06-20,5173624725.0,53.1
2023-06-21,5380249307.0,55.02
2023-06-22,5635015184.0,55.6
2023-06-23,5530388479.0,57.1
2023-06-24,5585107877.0,57.08
2023-06-25,5548609041.0,68.76
2023-06-26,5622019435.0,63.17
2023-06-27,5588146064.0,64.97
2023-06-28,5660426963.0,59.42
2023-06-29,5539819657.0,62.99
2023-06-30,5634318377.0,70.54
2023-07-01,5821897268.0,68.14
2023-07-02,5815617772.0,70.69
2023-07-03,5970839359.0,72.95
2023-07-04,6038929810.0,77.08
2023-07-05,6025072012.0,74.6
2023-07-06,5938297681.0,70.25
2023-07-07,5795884536.0,74.76
2023-07-08,5875631823.0,73.6
2023-07-09,5861470754.0,71.84
2023-07-10,5853085780.0,69.32
2023-07-11,5862644722.0,73.31
2023-07-12,5896732746.0,75.6
2023-07-13,5890989149.0,79.18
2023-07-14,6252526724.0,81.12
2023-07-15,6071375876.0,79.04
2023-07-16,6148441217.0,76.83
2023-07-17,6052594894.0,75.15
2023-07-18,5980660971.0,72.06
2023-07-19,5885925876.0,71.71
2023-07-20,5816346497.0,72.52
2023-07-21,5845830582.0,74.36
2023-07-22,5886543447.0,71.74
2023-07-23,5817966580.0,72.28
2023-07-24,5879236990.0,70.28
2023-07-25,5762592858.0,70.09
2023-07-26,5777791936.0,72.0
2023-07-27,5812263561.0,72.48
2023-07-28,5794685866.0,72.8
2023-07-29,5840257611.0,74.37
2023-07-30,5851009526.0,70.86
2023-07-31,5437049046.0,65.37
2023-08-01,5239073857.0,65.6
2023-08-02,5098143969.0,64.46
2023-08-03,4961698151.0,62.99
2023-08-04,4940999859.0,64.2
2023-08-05,4909377375.0,64.49
2023-08-06,4929548841.0,65.94
2023-08-07,4932171384.0,64.94
2023-08-08,4935394224.0,66.27
2023-08-09,4995959432.0,67.34
2023-08-10,4945940997.0,67.09
2023-08-11,4902114563.0,65.96
2023-08-12,5025463307.0,66.2
2023-08-13,4970025266.0,65.65
2023-08-14,4926053485.0,65.56
2023-08-15,4948080326.0,63.52
2023-08-16,4868724728.0,60.38
2023-08-17,4765286680.0,55.43
2023-08-18,4628595484.0,55.84
2023-08-19,4578056345.0,56.59
2023-08-20,4557943265.0,57.12
2023-08-21,4607343986.0,55.55
2023-08-22,4626079456.0,54.94
2023-08-23,4548420654.0,57.18
2023-08-24,4644125168.0,57.49
2023-08-25,4560615245.0,56.96
2023-08-26,4534169534.0,56.69
2023-08-27,4527205861.0,58.35
2023-08-28,4558119576.0,58.27
2023-08-29,4570131595.0,59.58
2023-08-30,4705615508.0,57.77
2023-08-31,4663212182.0,55.56
2023-09-01,4524606639.0,54.53
2023-09-02,4493024567.0,55.22
2023-09-03,4518906967.0,54.8
2023-09-04,4533379772.0,54.7
2023-09-05,4528565641.0,55.54
2023-09-06,4552560788.0,55.13
2023-09-07,4529169046.0,56.33
2023-09-08,4617052779.0,56.5
2023-09-09,4579462174.0,56.21
2023-09-10,4585617113.0,54.03
2023-09-11,4559070695.0,52.12
2023-09-12,4405058949.0,53.04
2023-09-13,4495263420.0,53.59
2023-09-14,4540136490.0,54.37
2023-09-15,4592992476.0,55.85
2023-09-16,4629573423.0,59.17
2023-09-17,4599661118.0,59.34
2023-09-18,4587408232.0,60.56
2023-09-19,4626621460.0,61.83
2023-09-20,4693248567.0,65.5
2023-09-21,4669690496.0,62.5
2023-09-22,4574303699.0,64.4
2023-09-23,4612036988.0,62.97
2023-09-24,4598924613.0,61.74
2023-09-25,4547918223.0,62.23
2023-09-26,4628422397.0,61.12
2023-09-27,4636654443.0,60.7
2023-09-28,4662074162.0,65.69
2023-09-29,4795960908.0,66.06
2023-09-30,4838484954.0,67.56
2023-10-01,4798802762.0,72.21
2023-10-02,4984316287.0,69.15
2023-10-03,4870678141.0,65.07
2023-10-04,4822119729.0,66.67
2023-10-05,4840541188.0,66.91
2023-10-06,4779929935.0,68.88
2023-10-07,4859751826.0,66.74
2023-10-08,4872508358.0,66.04
2023-10-09,4823102084.0,63.3
2023-10-10,4691325348.0,64.08
2023-10-11,4671745827.0,63.29
2023-10-12,4611461256.0,62.96
2023-10-13,4527042390.0,63.69
2023-10-14,4583515940.0,64.27
2023-10-15,4594748642.0,63.96
2023-10-16,4614738614.0,64.79
2023-10-17,4734650521.0,62.6
2023-10-18,4691015873.0,62.03
2023-10-19,4688860683.0,63.91
2023-10-20,4727890083.0,65.9
2023-10-21,4811123947.0,70.06
2023-10-22,4959176002.0,79.27
2023-10-23,5065497722.0,84.88
2023-10-24,5410317373.0,83.51
2023-10-25,5417931610.0,86.09
2023-10-26,5456268730.0,80.73
2023-10-27,5461834588.0,78.33
2023-10-28,5424495413.0,80.02
2023-10-29,5409383395.0,84.49
2023-10-30,5491033993.0,83.68
2023-10-31,5584127675.0,81.44
2023-11-01,5504825522.0,89.16
2023-11-02,5623343048.0,91.97
2023-11-03,5305963763.0,90.12
2023-11-04,5659260900.0,90.06
2023-11-05,5659769922.0,89.09
2023-11-06,5625325972.0,100.22
2023-11-07,5610834041.0,97.46
2023-11-08,5655776355.0,100.3
2023-11-09,5715252433.0,100.81
2023-11-10,6139029173.0,100.26
2023-11-11,6090931859.0,96.98
2023-11-12,6033004985.0,99.86
2023-11-13,6108796443.0,92.95
2023-11-14,5850246526.0,90.79
2023-11-15,5687301551.0,95.5
2023-11-16,5942589011.0,91.06
2023-11-17,5652128123.0,88.74
2023-11-18,5654371370.0,88.11
2023-11-19,5664042883.0,91.52
2023-11-20,5780540814.0,90.24
2023-11-21,5783037439.0,84.49
2023-11-22,5540753003.0,95.41
2023-11-23,5842850079.0,96.01
2023-11-24,5836868107.0,99.17
2023-11-25,5879227957.0,99.57
2023-11-26,5871305856.0,97.91
2023-11-27,5824094334.0,96.2
2023-11-28,5713337687.0,96.92
2023-11-29,5788574614.0,96.5
2023-11-30,5751848922.0,98.26
2023-12-01,5793565364.0,100.12
2023-12-02,5867884642.0,104.19
2023-12-03,6109210746.0,102.72
2023-12-04,6171465709.0,100.0
2023-12-05,6273371279.0,98.69
2023-12-06,6477646019.0,96.3
2023-12-07,6339870363.0,98.65
2023-12-08,6607199288.0,99.49
2023-12-09,6674341757.0,98.65
2023-12-10,6536826204.0,97.98
2023-12-11,6550122325.0,91.62
2023-12-12,6194522936.0,92.68
2023-12-13,6143745215.0,94.75
2023-12-14,6383252749.0,107.12
2023-12-15,6515205516.0,108.2
2023-12-16,6282219310.0,104.77
2023-12-17,6325334291.0,100.1
2023-12-18,6237361233.0,99.37
2023-12-19,6326462369.0,101.33
2023-12-20,6219634886.0,100.11
2023-12-21,6314813034.0,101.71
2023-12-22,6411155928.0,100.02
2023-12-23,6589044345.0,99.44
2023-12-24,6561909767.0,99.61
2023-12-25,6464163570.0,102.77
2023-12-26,6525985241.0,102.9
2023-12-27,6449907469.0,112.0
2023-12-28,6862490573.0,118.88
2023-12-29,6739691589.0,112.47
2023-12-30,6621748008.0,111.02
2023-12-31,6606956080.0,108.69
2024-01-01,6628392888.0,116.17
2024-01-02,6849093335.0,110.28
2024-01-03,6853216349.0,102.66
2024-01-04,6444211050.0,103.77
2024-01-05,6646272995.0,102.94
2024-01-06,6795855750.0,99.43
2024-01-07,6745052092.0,94.94
2024-01-08,6648641401.0,99.0
2024-01-09,6960442330.0,96.46
2024-01-10,7000972243.0,107.08
2024-01-11,7625851524.0,109.63
2024-01-12,7735464895.0,103.0
2024-01-13,7400179011.0,106.0
2024-01-14,7527115201.0,99.42
2024-01-15,7348678377.0,101.8
2024-01-16,7438792931.0,103.59
2024-01-17,7537526418.0,101.38
2024-01-18,7370181182.0,96.89
2024-01-19,7229174383.0,97.07
2024-01-20,7225072953.0,97.43
2024-01-21,7258826800.0,96.49
2024-01-22,7191881110.0,91.73
2024-01-23,6763908452.0,89.66
2024-01-24,6674985455.0,89.95
2024-01-25,6690268053.0,88.82
2024-01-26,6688875406.0,91.35
2024-01-27,6896436103.0,91.6
2024-01-28,6902065800.0,91.16
2024-01-29,6871555654.0,93.62
2024-01-30,6947968836.0,93.1
2024-01-31,6938434806.0,85.88
2024-02-01,6811813365.0,83.93
2024-02-02,6920362652.0,85.86
2024-02-03,6968147012.0,85.64
2024-02-04,6914746005.0,83.24
2024-02-05,6936586365.0,84.19
2024-02-06,6967544711.0,84.49
2024-02-07,7073906646.0,84.2
2024-02-08,7190716752.0,85.16
2024-02-09,7176283651.0,87.61
2024-02-10,7415208720.0,88.38
2024-02-11,7477947888.0,87.28
2024-02-12,7513040998.0,90.81
2024-02-13,7874473460.0,89.58
2024-02-14,7810503153.0,91.0
2024-02-15,8190341151.0,92.24
2024-02-16,8332364042.0,94.51
2024-02-17,8281891577.0,93.91
2024-02-18,8232254601.0,94.65
2024-02-19,8418385884.0,96.22
2024-02-20,8556470264.0,93.85
2024-02-21,8639437044.0,91.72
2024-02-22,8525112828.0,91.95
2024-02-23,8506380993.0,94.64
2024-02-24,8374787703.0,101.14
2024-02-25,8559096607.0,100.32
2024-02-26,8805585939.0,102.79
2024-02-27,9093517762.0,104.75
2024-02-28,9299228927.0,104.42
2024-02-29,9755087869.0,105.78
2024-03-01,9848975151.0,110.52
2024-03-02,10097043918.0,116.02
2024-03-03,10087535158.0,112.65
2024-03-04,10296141932.0,114.14
2024-03-05,10734348509.0,105.75
2024-03-06,10472732026.0,127.53
2024-03-07,11176466826.0,133.91
2024-03-08,11302178231.0,132.63
2024-03-09,11438314067.0,131.31
2024-03-10,11513011468.0,126.86
2024-03-11,11570263326.0,136.74
2024-03-12,12111611698.0,135.36
2024-03-13,11895889893.0,142.69
2024-03-14,12067356444.0,139.42
2024-03-15,11759625812.0,129.13
2024-03-16,11439693071.0,118.76
2024-03-17,10845670745.0,126.91
2024-03-18,11141824885.0,123.42
2024-03-19,10930140799.0,109.44
2024-03-20,9841136421.0,120.11
2024-03-21,10976518844.0,123.38
2024-03-22,10566234007.0,118.92
2024-03-23,10495645141.0,121.4
2024-03-24,10615649858.0,124.85
2024-03-25,10973392950.0,127.03
2024-03-26,11570585680.0,130.82
2024-03-27,11573324177.0,125.0
2024-03-28,11233401031.0,127.87
2024-03-29,11509494534.0,127.45
2024-03-30,11241161952.0,123.96
2024-03-31,11190122351.0,128.31
2024-04-01,11668706409.0,129.27
2024-04-02,11280548664.0,115.49
2024-04-03,10535666367.0,114.5
2024-04-04,10638988681.0,116.35
2024-04-05,10726888242.0,113.68
2024-04-06,10835774885.0,118.56
2024-04-07,10972058226.0,122.84
2024-04-08,11054129797.0,129.18
2024-04-09,11868017521.0,126.5
2024-04-10,11290665489.0,128.5
2024-04-11,11518117538.0,117.6
2024-04-12,11399042405.0,99.81
2024-04-13,10568007667.0,82.56
2024-04-14,9614379308.0,87.94
2024-04-15,10330283269.0,84.89
2024-04-16,10151722294.0,86.72
2024-04-17,10235916282.0,83.67
2024-04-18,10007060152.0,85.42
2024-04-19,10188069864.0,85.76
2024-04-20,10422859269.0,91.79
2024-04-21,10618517062.0,91.1
2024-04-22,10660819359.0,96.44
2024-04-23,10872548191.0,94.65
2024-04-24,10881450982.0,90.72
2024-04-25,10611647873.0,91.52
2024-04-26,10645478684.0,89.56
2024-04-27,10609441909.0,91.77
2024-04-28,10779427768.0,90.29
2024-04-29,10897305116.0,89.4
2024-04-30,10672423923.0,83.42
2024-05-01,10117541944.0,83.67
2024-05-02,9988376279.0,84.92
2024-05-03,10155169272.0,88.79
2024-05-04,10615157964.0,89.01
2024-05-05,10681871043.0,90.01
2024-05-06,10692789715.0,87.88
2024-05-07,10537927730.0,87.93
2024-05-08,10502938232.0,86.17
2024-05-09,10358266879.0,89.92
2024-05-10,10558592568.0,83.76
2024-05-11,10283298742.0,82.31
2024-05-12,10336065453.0,83.0
2024-05-13,10370146928.0,82.8
2024-05-14,10455089923.0,80.44
2024-05-15,10252020138.0,86.07
2024-05-16,10799426176.0,85.89
2024-05-17,10640392918.0,88.29
2024-05-18,11128685652.0,88.24
2024-05-19,11213559560.0,85.33
2024-05-20,11066682624.0,98.03
2024-05-21,12555364809.0,97.14
2024-05-22,12946405792.0,94.43
2024-05-23,12985214837.0,97.91
2024-05-24,13145980831.0,99.43
2024-05-25,12893200376.0,105.19
2024-05-26,12954678457.0,109.59
2024-05-27,13196692930.0,108.63
2024-05-28,13360792198.0,106.37
2024-05-29,13179289280.0,103.79
2024-05-30,12889729302.0,102.86
2024-05-31,12871534883.0,103.81
2024-06-01,12979549524.0,104.07
2024-06-02,13071190451.0,103.11
2024-06-03,12984812025.0,101.07
2024-06-04,12908703625.0,103.02
2024-06-05,13175000702.0,104.37
2024-06-06,13301092012.0,102.43
2024-06-07,13132776013.0,97.44
2024-06-08,12873009373.0,92.85
2024-06-09,12885879863.0,93.45
2024-06-10,12989921078.0,90.81
2024-06-11,12867180531.0,87.77
2024-06-12,12366870141.0,89.98
2024-06-13,12592609862.0,83.74
2024-06-14,12330974170.0,83.65
2024-06-15,12300073674.0,85.89
2024-06-16,12485925095.0,85.8
2024-06-17,12579467610.0,84.94
2024-06-18,12372261012.0,82.05
2024-06-19,12200394603.0,87.31
2024-06-20,12427621106.0,84.85
2024-06-21,12382047432.0,82.0
2024-06-22,12628493501.0,81.66
2024-06-23,12582430709.0,80.75
2024-06-24,12346304266.0,86.28
2024-06-25,12043159061.0,92.09
2024-06-26,12282120838.0,94.46
2024-06-27,12279982816.0,93.46
2024-06-28,12467774524.0,93.64
2024-06-29,12265633824.0,96.59
2024-06-30,12343121370.0,97.43
2024-07-01,12460752772.0,98.34
2024-07-02,12640318752.0,91.51
2024-07-03,12517800677.0,84.27
2024-07-04,12139979740.0,79.53
2024-07-05,11687652274.0,79.92
2024-07-06,11373872280.0,83.16
2024-07-07,11627894782.0,78.2
2024-07-08,11302835452.0,82.04
2024-07-09,11625538684.0,85.29
2024-07-10,11804086392.0,91.09
2024-07-11,11869326705.0,92.77
2024-07-12,11924163433.0,97.49
2024-07-13,11976173242.0,99.26
2024-07-14,12107073585.0,104.4
2024-07-15,12500261256.0,104.06
2024-07-16,13088584387.0,100.62
2024-07-17,13178484986.0,98.08
2024-07-18,13157301622.0,98.57
2024-07-19,13138444983.0,100.77
2024-07-20,13494210460.0,99.0
2024-07-21,13599537870.0,98.34
2024-07-22,13678709196.0,94.09
2024-07-23,13433807136.0,94.45
2024-07-24,13423992258.0,89.94
2024-07-25,13023736153.0,92.78
2024-07-26,12574856186.0,97.74
2024-07-27,12988223454.0,101.14
2024-07-28,12992143006.0,98.69
2024-07-29,12954314173.0,104.96
2024-07-30,13321013822.0,105.21
2024-07-31,13150554149.0,107.52
2024-08-01,12964180580.0,116.82
2024-08-02,12766090755.0,110.33
2024-08-03,12181344762.0,105.57
2024-08-04,11766597698.0,97.19
2024-08-05,11283998233.0,95.64
2024-08-06,10556813775.0,103.64
2024-08-07,10866630221.0,98.32
2024-08-08,10488619639.0,101.44
2024-08-09,11471827277.0,96.28
2024-08-10,11501625481.0,93.31
2024-08-11,11526999473.0,91.16
2024-08-12,11310148682.0,95.66
2024-08-13,11721760491.0,97.78
2024-08-14,11919165841.0,106.02
2024-08-15,11560788774.0,107.8
2024-08-16,11287786837.0,112.67
2024-08-17,11554992140.0,110.93
2024-08-18,11502729001.0,111.38
2024-08-19,11646414995.0,118.12
2024-08-20,11538100080.0,128.89
2024-08-21,11503056449.0,140.16
2024-08-22,11865510556.0,135.84
2024-08-23,11788231697.0,143.32
2024-08-24,12385832727.0,137.02
2024-08-25,12295032098.0,135.47
2024-08-26,12387445937.0,128.76
2024-08-27,12032089704.0,119.98
2024-08-28,11225676414.0,125.51
2024-08-29,11352469638.0,123.28
2024-08-30,11370809961.0,131.2
2024-08-31,11391330483.0,129.71
2024-09-01,11367693753.0,120.7
2024-09-02,11080527921.0,134.9
2024-09-03,11521113445.0,118.78
2024-09-04,11228421375.0,135.27
2024-09-05,11257671945.0,128.96
2024-09-06,10914812371.0,126.85
2024-09-07,10412547061.0,125.13
2024-09-08,10526351444.0,125.98
2024-09-09,10613160857.0,139.97
2024-09-10,11068647580.0,150.59
2024-09-11,11137144989.0,149.47
2024-09-12,11077988246.0,145.01
2024-09-13,11129949777.0,144.33
2024-09-14,11626183113.0,140.06
2024-09-15,11576969663.0,143.37
2024-09-16,11287544712.0,140.3
2024-09-17,11114433236.0,140.6
2024-09-18,11387303965.0,141.76
2024-09-19,11365897939.0,150.38
2024-09-20,11818200600.0,153.41
2024-09-21,12131437359.0,154.57
2024-09-22,12143178812.0,162.11
2024-09-23,12093632665.0,171.95
2024-09-24,12542043175.0,166.09
2024-09-25,12665540086.0,165.06
2024-09-26,12474006287.0,165.21
2024-09-27,12807840284.0,170.39
2024-09-28,13045563725.0,163.93
2024-09-29,12953368994.0,161.5
2024-09-30,12900101692.0,156.73
2024-10-01,12575037570.0,144.81
2024-10-02,11986386972.0,139.14
2024-10-03,11772084179.0,143.73
2024-10-04,11701128701.0,151.25
2024-10-05,12053460672.0,148.46
2024-10-06,11902690148.0,150.12
2024-10-07,11996359136.0,146.68
2024-10-08,11906602880.0,143.15
2024-10-09,11836575732.0,139.44
2024-10-10,11664816946.0,140.7
2024-10-11,11655600466.0,143.91
2024-10-12,11997538423.0,154.73
2024-10-13,12299374179.0,154.64
2024-10-14,12256446647.0,162.93
2024-10-15,12954472110.0,156.79
2024-10-16,12879607993.0,155.8
2024-10-17,12927823005.0,153.14
2024-10-18,13002154366.0,159.0
2024-10-19,13127501439.0,158.15
2024-10-20,13191867277.0,158.88
2024-10-21,13562189930.0,153.25
2024-10-22,13393297854.0,152.67
2024-10-23,13326122611.0,149.61
2024-10-24,12878324483.0,147.44
2024-10-25,13088944491.0,138.1
2024-10-26,12810228792.0,142.69
2024-10-27,13026227811.0,147.94
2024-10-28,13184195483.0,151.69
2024-10-29,13430691008.0,151.49
2024-10-30,13717796810.0,156.25
2024-10-31,13944469676.0,143.51
2024-11-01,13348867381.0,141.45
2024-11-02,13374147373.0,138.42
2024-11-03,13316407747.0,132.87
2024-11-04,13363873008.0,128.27
2024-11-05,13066000965.0,135.83
2024-11-06,13311083134.0,173.71
2024-11-07,14678850374.0,183.4
2024-11-08,15168646502.0,181.94
2024-11-09,15500741091.0,195.35
2024-11-10,16063463915.0,190.06
2024-11-11,16573019781.0,193.47
2024-11-12,17409880082.0,179.17
2024-11-13,17178564168.0,173.21
2024-11-14,17145511562.0,158.13
2024-11-15,16667407207.0,164.4
2024-11-16,16933658125.0,168.95
2024-11-17,17159550235.0,161.98
2024-11-18,16894004630.0,170.78
2024-11-19,17370860294.0,161.95
2024-11-20,17177519011.0,156.77
2024-11-21,17128042729.0,169.23
2024-11-22,18577767377.0,173.46
2024-11-23,18617394256.0,174.45
2024-11-24,19010911545.0,171.14
2024-11-25,18942693411.0,181.45
2024-11-26,18700748666.0,181.6
2024-11-27,18422407368.0,210.52
2024-11-28,19833597346.0,200.19
2024-11-29,19556909653.0,198.97
2024-11-30,19925375605.0,211.77
2024-12-01,20325855689.0,209.24
2024-12-02,20453715403.0,235.39
2024-12-03,20233312889.0,240.4
2024-12-04,20287878085.0,256.43
2024-12-05,21165976868.0,247.59
2024-12-06,20943723909.0,281.75
2024-12-07,22059006175.0,282.2
2024-12-08,22193850424.0,282.62
2024-12-09,22270487870.0,260.56
2024-12-10,20991189571.0,276.49
2024-12-11,20779074671.0,302.76
2024-12-12,21860486730.0,367.11
2024-12-13,21942007997.0,377.7
2024-12-14,22325862145.0,365.57
2024-12-15,22289586499.0,368.48
2024-12-16,22389618372.0,379.32
2024-12-17,23178593983.0,361.3
2024-12-18,22635511311.0,339.73
2024-12-19,21092275085.0,314.98
2024-12-20,20287440532.0,329.4
2024-12-21,20243404915.0,299.13
2024-12-22,19801125108.0,318.97
2024-12-23,19579422024.0,383.53
2024-12-24,20294845136.0,375.14
2024-12-25,21045739833.0,369.99
2024-12-26,21020455669.0,337.74
2024-12-27,20375735201.0,324.01
2024-12-28,20261713137.0,354.4
2024-12-29,20715896101.0,332.74
2024-12-30,20590937492.0,322.06
2024-12-31,20387190599.0,308.82
2025-01-01,20408397735.0,319.84
2025-01-02,20814608331.0,333.5
2025-01-03,21122671058.0,350.8
2025-01-04,21522938553.0,351.6
2025-01-05,21761709205.0,341.7
2025-01-06,21825698827.0,341.5
2025-01-07,22114899466.0,306.88
2025-01-08,20269799754.0,293.31
2025-01-09,20108906477.0,281.13
2025-01-10,19736496559.0,285.8
2025-01-11,20312030218.0,287.2
2025-01-12,20534545556.0,287.92
2025-01-13,20688516697.0,289.57
2025-01-14,20301546518.0,295.52
2025-01-15,20896596295.0,319.92
